timeframe,horizon_bars,conditions,discovery_n,discovery_hit,discovery_lift,validation_n,validation_hit,validation_lift,validation_wilson95,oos_n,oos_hit,oos_lift,oos_wilson95
h4,6,sma_stack_bull+pin_bull+mtf_price200_bull,504,0.42857143,1.46543838,137,0.32846715,1.15940732,0.25544035,92,0.35869565,1.55709304,0.26817137
h4,6,price200_bull+volatility+engulf_bull+mtf_volatility,343,0.42857143,1.46543838,72,0.40277778,1.42170533,0.29721111,40,0.35000000,1.51934533,0.22134529
h4,6,price200_bull+pin_bull+mtf_price200_bull+cross_group_bull,356,0.42696629,1.45994985,104,0.33653846,1.18789703,0.25298864,86,0.37209302,1.61525085,0.27746251
h4,6,volatility+inside_2+mtf_trend_bull,293,0.42662116,1.45876972,38,0.50000000,1.76487559,0.34849928,49,0.57142857,2.48056380,0.43270493
h4,6,di_cross_up+engulf_bull+mtf_volatility,153,0.42483660,1.45266768,23,0.47826087,1.68814186,0.29237157,16,0.18750000,0.81393500,0.06591599
h4,6,ichimoku_cloud_bull+horizontal_break_up+mtf_trend_bull+cross_group_return_up,853,0.42321219,1.44711324,175,0.35428571,1.25054042,0.28724690,178,0.24719101,1.07305288,0.18960567
h4,6,sma_stack_bull+stoch_recover_up+atr_expand,156,0.42307692,1.44665071,18,0.33333333,1.17658372,0.16278775,23,0.21739130,0.94369275,0.09663978
h4,6,ichimoku_cloud_bull+horizontal_break_up+mtf_trend_bull+cross_group_bull,720,0.42222222,1.44372818,150,0.36000000,1.27071042,0.28756583,154,0.27922078,1.21209368,0.21440180
h4,6,ichimoku_cloud_bull+atr_expand+horizontal_break_up+mtf_trend_bull,190,0.42105263,1.43972894,33,0.36363636,1.28354588,0.22187178,21,0.19047619,0.82685460,0.07667565
h4,6,price200_bull+pin_bull+mtf_price200_bull+cross_target_relative_up,385,0.42077922,1.43879405,106,0.34905660,1.23208296,0.26503691,74,0.33783784,1.46654955,0.24046614
h4,6,volatility+horizontal_break_up+mtf_trend_bull+cross_group_bull,302,0.42052980,1.43794119,81,0.50617284,1.78666417,0.39950785,77,0.37662338,1.63491705,0.27670012
h4,6,atr_expand+engulf_bull+mtf_trend_bull,176,0.42045455,1.43768387,21,0.19047619,0.67233356,0.07667565,11,0.27272727,1.18390545,0.09746059
h4,6,stoch_recover_up+atr_expand+mtf_price200_bull,298,0.41946309,1.43429372,49,0.36734694,1.29664329,0.24665173,50,0.24000000,1.04183680,0.14297391
h4,6,atr_expand+horizontal_break_up+mtf_trend_bull+cross_group_return_up,177,0.41807910,1.42956136,36,0.50000000,1.76487559,0.34474325,24,0.33333333,1.44699555,0.17972190
h4,6,ichimoku_cloud_bull+volatility+inside_2+mtf_trend_bull,194,0.41752577,1.42766935,31,0.58064516,2.04953294,0.40766262,32,0.62500000,2.71311666,0.45254407
h4,6,horizontal_break_up+elliott_wave5_bull+mtf_trend_bull+cross_group_bull,846,0.41725768,1.42675266,199,0.36683417,1.29483334,0.30298529,190,0.33684211,1.46222708,0.27346255
h4,6,price200_bull+pin_bull+cross_target_relative_up,413,0.41646489,1.42404182,134,0.38805970,1.36975419,0.30976871,75,0.33333333,1.44699555,0.23708221
h4,6,sma_stack_bull+horizontal_break_up+mtf_trend_bull+cross_group_bull,820,0.41585366,1.42195180,197,0.36548223,1.29006134,0.30140511,188,0.31914894,1.38542127,0.25670811
h4,6,volatility+engulf_bull+mtf_volatility+cross_target_relative_up,291,0.41580756,1.42179417,55,0.54545455,1.92531882,0.41522690,38,0.31578947,1.37083789,0.19084604
h4,6,sma_stack_bull+atr_expand+retest_up+mtf_trend_bull,222,0.41441441,1.41703051,34,0.41176471,1.45342695,0.26365968,25,0.28000000,1.21547626,0.14283854
h4,6,price200_bull+pin_bull+mtf_trend_bull+cross_target_relative_up,321,0.41433022,1.41674261,87,0.35632184,1.25772743,0.26372730,64,0.32812500,1.42438625,0.22570558
h4,6,horizontal_break_up+elliott_impulse_bull+mtf_trend_bull+cross_group_bull,945,0.41375661,1.41478125,220,0.35454545,1.25145723,0.29432387,205,0.34146341,1.48228813,0.28000003
h4,6,sma_stack_bull+atr_expand+elliott_impulse_bull+mtf_trend_bull,223,0.41255605,1.41067611,31,0.45161290,1.59408117,0.29161736,28,0.25000000,1.08524666,0.12676495
h4,6,ichimoku_cloud_bull+di_cross_up+volatility+mtf_volatility,187,0.41176471,1.40797021,32,0.53125000,1.87518031,0.36449517,15,0.20000000,0.86819733,0.07047549
h4,6,price200_bull+volatility+inside_2+mtf_trend_bull,224,0.41071429,1.40437845,30,0.46666667,1.64721721,0.30232389,26,0.57692308,2.50441538,0.38948614
h4,6,ichimoku_cloud_bull+horizontal_break_up+elliott_wave5_bull+mtf_trend_bull,974,0.40965092,1.40074244,199,0.31155779,1.09972147,0.25129248,198,0.20707071,0.89889118,0.15646746
h4,6,sma_stack_bull+atr_expand+horizontal_break_up+mtf_trend_bull,210,0.40952381,1.40030779,32,0.40625000,1.43396141,0.25519635,24,0.29166667,1.26612111,0.14914648
h4,6,atr_expand+elliott_impulse_bull+mtf_trend_bull+cross_group_bull,193,0.40932642,1.39963286,41,0.53658537,1.89401282,0.38746471,26,0.46153846,2.00353230,0.28755854
h4,6,ichimoku_cloud_bull+horizontal_break_up+elliott_impulse_bull+mtf_trend_bull,1097,0.40929809,1.39953596,221,0.30316742,1.07010556,0.24635831,218,0.22477064,0.97572636,0.17439995
h4,6,atr_expand+elliott_impulse_bull+mtf_trend_bull+cross_group_return_up,237,0.40928270,1.39948335,48,0.54166667,1.91194855,0.40291075,31,0.38709677,1.68038193,0.23733101
h4,6,volatility+inside_2+mtf_trend_bull+cross_group_return_up,159,0.40880503,1.39785003,21,0.38095238,1.34466711,0.20751011,9,0.66666667,2.89399111,0.35420214
h4,6,ichimoku_cloud_bull+engulf_bull+mtf_volatility+cross_target_relative_up,333,0.40840841,1.39649383,60,0.41666667,1.47072966,0.30064279,55,0.34545455,1.49961357,0.23362710
h4,6,horizontal_break_up+elliott_wave5_bull+mtf_trend_bull+cross_group_return_up,977,0.40839304,1.39644128,233,0.34334764,1.21193173,0.28536316,222,0.30180180,1.31011760,0.24520997
h4,12,ichimoku_cloud_bull+pin_bull+mtf_volatility,235,0.73191489,1.65261645,52,0.61538462,1.44775499,0.47959874,36,0.52777778,1.38435300,0.37005938
h4,12,volatility+pin_bull+mtf_volatility,246,0.72764228,1.64296916,41,0.63414634,1.49189386,0.48120701,36,0.55555556,1.45721368,0.39581062
h4,12,pin_bull+mtf_volatility,488,0.70286885,1.58703237,111,0.70270270,1.65317968,0.61205280,86,0.60465116,1.58599070,0.49897721
h4,12,pin_bull+mtf_volatility+cross_group_return_up,250,0.70000000,1.58055469,49,0.63265306,1.48838076,0.49267068,53,0.52830189,1.38572773,0.39660081
h4,12,pin_bull+mtf_volatility+cross_group_bull,211,0.69668246,1.57306391,45,0.60000000,1.41156111,0.45451855,47,0.53191489,1.39520459,0.39232383
h4,12,stoch_cross_up+pin_bull+mtf_price200_bull,167,0.68862275,1.55486560,35,0.62857143,1.47877831,0.46336937,38,0.57894737,1.51857005,0.42192345
h4,12,stoch_cross_up+pin_bull,231,0.68398268,1.54438862,65,0.67692308,1.59253048,0.55613989,42,0.57142857,1.49884836,0.42206240
h4,12,ichimoku_bull+pin_bull+mtf_volatility,224,0.67410714,1.52209029,51,0.68627451,1.61453068,0.54973000,28,0.50000000,1.31149231,0.32633127
h4,12,pin_bull+mtf_volatility+cross_target_relative_up,234,0.67094017,1.51493947,56,0.67857143,1.59640840,0.54822640,44,0.61363636,1.60955875,0.46623575
h4,12,ichimoku_cloud_bull+volatility+pin_bull,243,0.66255144,1.49599826,66,0.54545455,1.28323737,0.42615011,59,0.62711864,1.64492256,0.49953591
h4,12,ichimoku_cloud_bull+volatility+pin_bull+mtf_trend_bull,184,0.65217391,1.47256648,37,0.51351351,1.20809284,0.35894897,52,0.63461538,1.66458640,0.49871678
h4,12,volatility+pin_bull,479,0.64926931,1.46600808,119,0.53781513,1.26526486,0.44845889,82,0.62195122,1.63136849,0.51377137
h4,12,ichimoku_cloud_bull+volatility+pin_bull+mtf_price200_bull,209,0.64593301,1.45847493,40,0.50000000,1.17630093,0.35199527,52,0.63461538,1.66458640,0.49871678
h4,12,volatility+pin_bull+mtf_trend_bull,299,0.64548495,1.45746323,58,0.43103448,1.01405252,0.31181799,69,0.63768116,1.67262788,0.51979771
h4,12,volatility+pin_bull+cross_group_bull,202,0.64356436,1.45312666,57,0.49122807,1.15566407,0.36616282,40,0.62500000,1.63936539,0.47032439
h4,12,ichimoku_bull+atr_expand+mtf_volatility+cross_group_return_up,241,0.63485477,1.43346098,38,0.39473684,0.92865863,0.25598076,42,0.45238095,1.18658828,0.31223393
h4,12,sma_stack_bull+atr_expand+mtf_volatility+cross_group_return_up,164,0.63414634,1.43186139,23,0.47826087,1.12515741,0.29237157,19,0.42105263,1.10441458,0.23141891
h4,12,sma_stack_bull+pin_bull+cross_group_bull,235,0.63404255,1.43162704,73,0.36986301,0.87014041,0.26823150,45,0.51111111,1.34063659,0.37004465
h4,12,volatility+pin_bull+mtf_price200_bull,352,0.63068182,1.42403872,64,0.43750000,1.02926331,0.32294010,71,0.64788732,1.69939849,0.53182062
h4,12,ichimoku_cloud_bull+pin_bull+mtf_price200_bull+cross_group_return_up,340,0.62941176,1.42117102,82,0.52439024,1.23368146,0.41764733,93,0.56989247,1.49481920,0.46847526
h4,12,ichimoku_cloud_bull+pin_bull,793,0.62925599,1.42081929,231,0.59740260,1.40545046,0.53306566,172,0.54069767,1.41824169,0.46614622
h4,12,ichimoku_cloud_bull+pin_bull+cross_group_return_up,406,0.62807882,1.41816131,119,0.60504202,1.42342297,0.51524900,99,0.56565657,1.48370848,0.46737457
h4,12,ichimoku_cloud_bull+pin_bull+mtf_trend_bull+cross_group_return_up,287,0.62717770,1.41612665,72,0.52777778,1.24165098,0.41400670,85,0.58823529,1.54293213,0.48201015
h4,12,ichimoku_cloud_bull+pin_bull+mtf_price200_bull,665,0.62706767,1.41587821,156,0.54487179,1.28186639,0.46658584,163,0.54601227,1.43218179,0.46939806
h4,12,sma_stack_bull+pin_bull+mtf_trend_bull+cross_group_bull,193,0.62694301,1.41559672,62,0.33870968,0.79684901,0.23341702,45,0.51111111,1.34063659,0.37004465
h4,12,ichimoku_cloud_bull+pin_bull+elliott_pullback_bull,150,0.62666667,1.41497277,42,0.71428571,1.68042989,0.56432791,36,0.52777778,1.38435300,0.37005938
h4,12,ichimoku_cloud_bull+pin_bull+mtf_trend_bull+cross_group_bull,241,0.62655602,1.41472293,67,0.52238806,1.22897112,0.40485195,73,0.57534247,1.50911444,0.46099380
h4,12,ichimoku_cloud_bull+pin_bull+cross_group_bull,340,0.62647059,1.41453004,106,0.61320755,1.44263321,0.51808557,83,0.55421687,1.45370232,0.44725016
h4,12,sma_stack_bull+pin_bull+cross_group_return_up,291,0.62542955,1.41217945,80,0.41250000,0.97044826,0.31105858,47,0.53191489,1.39520459,0.39232383
h4,12,ichimoku_bull+atr_expand+mtf_volatility+cross_group_bull,205,0.62439024,1.40983275,36,0.41666667,0.98025077,0.27140562,38,0.47368421,1.24246640,0.32479023
h4,12,ichimoku_cloud_bull+pin_bull+mtf_price200_bull+cross_group_bull,282,0.62411348,1.40920783,74,0.51351351,1.20809284,0.40181115,78,0.56410256,1.47963235,0.45361987
h4,12,pin_bull+elliott_pullback_bull+mtf_price200_bull,183,0.62295082,1.40658263,30,0.60000000,1.41156111,0.42320360,46,0.52173913,1.36851372,0.38137413
h4,12,sma_stack_bull+pin_bull+mtf_price200_bull+cross_group_bull,220,0.62272727,1.40607787,66,0.33333333,0.78420062,0.23156429,45,0.51111111,1.34063659,0.37004465
h4,12,volatility+pin_bull+cross_group_return_up,235,0.61702128,1.39319410,61,0.49180328,1.15701730,0.37060395,43,0.62790698,1.64699035,0.47859809
h4,12,sma_stack_bull+pin_bull+mtf_price200_bull+cross_group_return_up,274,0.61678832,1.39266810,72,0.38888889,0.91490072,0.28465714,47,0.53191489,1.39520459,0.39232383
h4,12,ichimoku_cloud_bull+pin_bull+cross_target_relative_up,362,0.61602210,1.39093802,112,0.66964286,1.57540303,0.57818229,80,0.51250000,1.34427962,0.40493334
h4,12,pin_bull+elliott_pullback_bull,247,0.61538462,1.38949863,58,0.70689655,1.66304614,0.57987099,49,0.53061224,1.39178776,0.39380864
h4,12,pin_bull+elliott_pullback_bull+mtf_trend_bull,156,0.61538462,1.38949863,25,0.68000000,1.59976926,0.48410269,39,0.51282051,1.34512032,0.36199363
h4,12,ichimoku_cloud_bull+pin_bull+mtf_trend_bull,551,0.61524501,1.38918340,137,0.55474453,1.30509300,0.47115842,146,0.55479452,1.45521750,0.47380204
h4,12,atr_expand+elliott_impulse_bull+mtf_volatility,171,0.61403509,1.38645148,30,0.40000000,0.94104074,0.24590628,23,0.43478261,1.14042810,0.25634635
h4,12,pin_bull+mtf_price200_bull,1027,0.61246349,1.38290290,237,0.52320675,1.23089717,0.45975660,250,0.56400000,1.47936333,0.50202100
h4,12,sma_stack_bull+pin_bull+mtf_trend_bull+cross_group_return_up,237,0.61181435,1.38143719,66,0.37878788,0.89113706,0.27149447,47,0.53191489,1.39520459,0.39232383
h4,12,pin_bull+mtf_trend_bull+cross_group_bull,363,0.61157025,1.38088603,99,0.47474747,1.11689179,0.37917456,104,0.57692308,1.51326036,0.48089809
h4,12,sma_stack_bull+pin_bull,538,0.60966543,1.37658507,155,0.47741935,1.12317766,0.40028646,93,0.48387097,1.26918611,0.38497702
h4,12,volatility+pin_bull+mtf_price200_bull+cross_group_return_up,174,0.60919540,1.37552378,39,0.46153846,1.08581624,0.31566886,34,0.70588235,1.85151856,0.53831090
h4,12,pin_bull+cross_group_return_up,685,0.60875912,1.37453870,191,0.54973822,1.29331515,0.47889242,162,0.54938272,1.44102242,0.47250456
h4,12,pin_bull+mtf_price200_bull+cross_group_bull,437,0.60869565,1.37439538,108,0.46296296,1.08916752,0.37181570,130,0.56923077,1.49308356,0.48332845
h4,12,ichimoku_cloud_bull+pin_bull+mtf_price200_bull+cross_target_relative_up,309,0.60841424,1.37375997,68,0.61764706,1.45307761,0.49880712,73,0.50684932,1.32945796,0.39472241
h4,12,pin_bull+cross_group_bull,569,0.60808436,1.37301512,173,0.54913295,1.29189119,0.47472158,146,0.54794521,1.43725185,0.46701796
h4,12,pin_bull+mtf_price200_bull+cross_group_return_up,530,0.60754717,1.37180218,120,0.48333333,1.13709089,0.39583644,144,0.56944444,1.49364402,0.48780358
h4,12,ichimoku_bull+pin_bull+mtf_trend_bull+cross_group_return_up,293,0.60750853,1.37171494,84,0.45238095,1.06427227,0.35035720,64,0.48437500,1.27050818,0.36633552
h4,12,stoch_cross_up+atr_expand+mtf_volatility,270,0.60740741,1.37148661,37,0.54054054,1.27167668,0.38384047,38,0.47368421,1.24246640,0.32479023
h4,12,pin_bull+mtf_trend_bull+cross_group_return_up,435,0.60689655,1.37033313,108,0.49074074,1.15451757,0.39840891,113,0.58407080,1.53200872,0.49189396
h4,12,sma_stack_bull+volatility+pin_bull,157,0.60509554,1.36626656,36,0.27777778,0.65350051,0.15848338,19,0.63157895,1.65662187,0.41039533
h4,12,ichimoku_bull+pin_bull+mtf_price200_bull+cross_group_return_up,362,0.60497238,1.36598846,97,0.44329897,1.04290598,0.34847593,82,0.43902439,1.15155423,0.33673538
h4,12,ichimoku_bull+pin_bull+cross_group_return_up,409,0.60391198,1.36359416,126,0.49206349,1.15762948,0.40630625,84,0.42857143,1.12413627,0.32815977
h4,12,ichimoku_bull+pin_bull+mtf_trend_bull+cross_group_bull,242,0.60330579,1.36222541,80,0.43750000,1.02926331,0.33413861,58,0.44827586,1.17582069,0.32749854
h4,12,pin_bull+mtf_trend_bull,829,0.60313631,1.36184274,203,0.52216749,1.22845220,0.45368199,199,0.55778894,1.46307183,0.48833876
h4,12,volatility+pin_bull+cross_target_relative_up,204,0.60294118,1.36140215,64,0.59375000,1.39685735,0.47145208,46,0.65217391,1.71064215,0.50770059
h4,12,sma_stack_bull+atr_expand+mtf_volatility,359,0.60167131,1.35853487,62,0.54838710,1.29013650,0.42532512,49,0.36734694,0.96354537,0.24665173
h4,12,pin_bull+cross_target_relative_up,625,0.60000000,1.35476116,198,0.61111111,1.43770113,0.54170957,136,0.58088235,1.52364548,0.49685126
h4,12,sma_stack_bull+pin_bull+mtf_price200_bull,504,0.59920635,1.35296915,137,0.45985401,1.08185341,0.37863251,92,0.48913043,1.28298161,0.38948713
h4,12,volatility+pin_bull+mtf_price200_bull+cross_target_relative_up,152,0.59868421,1.35179019,33,0.60606061,1.42581930,0.43683441,39,0.66666667,1.74865642,0.50977394
h4,12,ichimoku_bull+pin_bull+mtf_price200_bull+cross_group_bull,296,0.59797297,1.35018426,90,0.42222222,0.99332078,0.32542406,73,0.41095890,1.07793889,0.30531273
h4,12,ichimoku_bull+pin_bull+cross_group_bull,338,0.59763314,1.34941694,117,0.47863248,1.12603166,0.39024289,75,0.40000000,1.04919385,0.29662516
h4,12,sma_stack_bull+pin_bull+mtf_trend_bull,436,0.59633028,1.34647516,118,0.44915254,1.05667710,0.36242030,89,0.49438202,1.29675644,0.39291450
h4,12,squeeze_release_up+mtf_volatility,156,0.59615385,1.34607679,24,0.54166667,1.27432600,0.35074865,25,0.72000000,1.88854893,0.52423395
h4,12,pin_bull+elliott_pullback_bull+cross_group_return_up,163,0.59509202,1.34367927,39,0.79487179,1.87001686,0.64466032,31,0.58064516,1.52302333,0.40766262
h4,12,ichimoku_bull+pin_bull,710,0.59295775,1.33886021,220,0.53181818,1.25115644,0.46590163,134,0.46268657,1.21361975,0.38048313
h4,12,ichimoku_cloud_bull+atr_expand+mtf_volatility+cross_group_bull,205,0.59024390,1.33273252,37,0.48648649,1.14450901,0.33446404,30,0.33333333,0.87432821,0.19230498
h4,12,ichimoku_bull+pin_bull+mtf_price200_bull,617,0.58995138,1.33207202,166,0.48192771,1.13378402,0.40718823,131,0.47328244,1.24141257,0.38976773
h4,12,sma_stack_bull+stoch_recover_up+atr_expand,156,0.58974359,1.33160285,18,0.55555556,1.30700103,0.33716416,23,0.43478261,1.14042810,0.25634635
h4,12,pin_bull+mtf_price200_bull+cross_target_relative_up,475,0.58947368,1.33099342,112,0.55357143,1.30233317,0.46125034,122,0.57377049,1.50499118,0.48508657
h4,12,ichimoku_cloud_bull+pin_bull+mtf_trend_bull+cross_target_relative_up,254,0.58661417,1.32453683,57,0.63157895,1.48585380,0.50177798,65,0.52307692,1.37202273,0.40379630
h4,12,ichimoku_bull+pin_bull+cross_target_relative_up,356,0.58146067,1.31290056,116,0.56034483,1.31826828,0.46952495,66,0.46969697,1.23200793,0.35430428
h4,12,ichimoku_cloud_bull+stoch_recover_up+atr_expand+mtf_price200_bull,179,0.58100559,1.31187300,30,0.53333333,1.25472099,0.36142300,29,0.51724138,1.35671619,0.34431022
h4,12,sma_stack_bull+stoch_cross_up+elliott_pullback_bull+mtf_trend_bull,255,0.58039216,1.31048792,97,0.41237113,0.97014509,0.31957324,61,0.32786885,0.85999496,0.22335120
h4,12,sma_stack_bull+pin_bull+cross_target_relative_up,245,0.57959184,1.30868085,78,0.52564103,1.23662405,0.41624765,48,0.41666667,1.09291026,0.28849668
h4,12,sma_stack_bull+horizontal_break_up+mtf_volatility+cross_group_bull,316,0.57911392,1.30760175,55,0.43636364,1.02658990,0.31373442,64,0.45312500,1.18853991,0.33729448
h4,12,atr_expand+mtf_volatility,1172,0.57849829,1.30621170,192,0.55208333,1.29883227,0.48140813,172,0.44767442,1.17424312,0.37531222
h4,12,ichimoku_bull+atr_expand+mtf_volatility,479,0.57620042,1.30102324,78,0.48717949,1.14613936,0.37948952,72,0.40277778,1.05647992,0.29721111
h4,12,ichimoku_bull+pin_bull+mtf_trend_bull,495,0.57575758,1.30002334,139,0.48920863,1.15091314,0.40752176,102,0.48039216,1.26006124,0.38591890
h4,12,sma_stack_bull+horizontal_break_up+mtf_volatility+cross_group_return_up,365,0.57534247,1.29908604,59,0.40677966,0.95699058,0.29089034,68,0.44117647,1.15719910,0.32946234
h4,12,stoch_recover_up+atr_expand+mtf_price200_bull,298,0.57382550,1.29566084,49,0.48979592,1.15229478,0.35575110,50,0.46000000,1.20657293,0.32969652
h4,12,pin_bull+mtf_trend_bull+cross_target_relative_up,373,0.57372654,1.29543739,91,0.56043956,1.31849115,0.45807137,95,0.55789474,1.46334932,0.45771097
h4,12,sma_stack_bull+stoch_cross_up+atr_expand+mtf_trend_bull,292,0.57191781,1.29135339,27,0.44444444,1.04560082,0.27585858,43,0.27906977,0.73199571,0.16746614
h4,12,ichimoku_cloud_bull+atr_expand+mtf_volatility,569,0.57117750,1.28968183,100,0.60000000,1.41156111,0.50200259,93,0.45161290,1.18457370,0.35439761
h4,12,ichimoku_bull+pin_bull+mtf_price200_bull+cross_target_relative_up,305,0.57049180,1.28813356,83,0.48192771,1.13378402,0.37763186,65,0.47692308,1.25096190,0.36021791
h4,12,ichimoku_cloud_bull+atr_expand+mtf_volatility+cross_group_return_up,242,0.57024793,1.28758292,42,0.47619048,1.12028660,0.33359601,36,0.33333333,0.87432821,0.20214619
h4,12,ichimoku_bull+stoch_cross_up+elliott_pullback_bull+mtf_trend_bull,306,0.56862745,1.28392398,110,0.38181818,0.89826616,0.29647197,69,0.39130435,1.02638529,0.28481324
h4,12,atr_expand+mtf_volatility+cross_group_return_up,505,0.56831683,1.28322262,89,0.47191011,1.11021660,0.37152022,77,0.40259740,1.05600680,0.30022017
h4,12,sma_stack_bull+volatility+horizontal_break_up+mtf_volatility,227,0.56828194,1.28314383,45,0.57777778,1.35928107,0.43300789,39,0.56410256,1.47963235,0.40975692
h4,12,sma_stack_bull+pin_bull+mtf_price200_bull+cross_target_relative_up,229,0.56768559,1.28179731,68,0.48529412,1.14170384,0.37050845,47,0.42553191,1.11616367,0.29513628
h4,12,sma_stack_bull+stoch_cross_up+elliott_pullback_bull+cross_target_relative_up,194,0.56701031,1.28027257,59,0.42372881,0.99686519,0.30612727,37,0.35135135,0.92158919,0.21825607
h4,12,ichimoku_cloud_bull+triangle_breakout_up,165,0.56363636,1.27265442,27,0.51851852,1.21986763,0.33985616,13,0.38461538,1.00884024,0.17709708
h4,12,sma_stack_bull+pin_bull+mtf_trend_bull+cross_target_relative_up,197,0.56345178,1.27223764,55,0.45454545,1.06936448,0.33025280,45,0.44444444,1.16577095,0.30938930
h4,12,sma_stack_bull+horizontal_break_up+mtf_volatility+cross_target_relative_up,359,0.56267409,1.27048168,60,0.50000000,1.17630093,0.37735024,67,0.34328358,0.90042756,0.24089006
h4,12,sma_stack_bull+stoch_cross_up+elliott_pullback_bull+mtf_price200_bull,336,0.56250000,1.27008859,122,0.42622951,1.00274833,0.34204944,70,0.32857143,0.86183781,0.22998869
h4,12,ichimoku_cloud_bull+volatility+inside_2+mtf_trend_bull,194,0.56185567,1.26863373,31,0.70967742,1.66958841,0.53407671,32,0.68750000,1.80330193,0.51433322
h4,12,sma_stack_bull+inside_2+mtf_volatility,162,0.56172840,1.26834635,29,0.48275862,1.13573882,0.31386090,18,0.55555556,1.45721368,0.33716416
h4,12,sma_stack_bull+engulf_bull+mtf_volatility+cross_target_relative_up,203,0.56157635,1.26800306,35,0.57142857,1.34434391,0.40857411,29,0.48275862,1.26626844,0.31386090
h4,12,sma_stack_bull+volatility+engulf_bull+mtf_volatility,212,0.56132075,1.26742593,32,0.46875000,1.10278212,0.30869387,26,0.57692308,1.51326036,0.38948614
h4,12,sma_stack_bull+elliott_pullback_bull+mtf_volatility+cross_group_bull,591,0.56006768,1.26459657,146,0.44520548,1.04739123,0.36702251,84,0.42857143,1.12413627,0.32815977
h4,12,stoch_recover_up+atr_expand+mtf_trend_bull,243,0.55967078,1.26370040,40,0.52500000,1.23511597,0.37497362,43,0.41860465,1.09799356,0.28384551
h4,12,ichimoku_cloud_bull+volatility+inside_2+mtf_price200_bull,236,0.55932203,1.26291295,35,0.68571429,1.61321270,0.52020236,34,0.67647059,1.77437195,0.50842895
h4,12,atr_expand+mtf_volatility+cross_target_relative_up,514,0.55836576,1.26075374,88,0.56818182,1.33670560,0.46398672,70,0.44285714,1.16160748,0.33249529
h4,12,sma_stack_bull+stoch_cross_up+mtf_volatility+cross_target_relative_up,484,0.55785124,1.25959199,98,0.58163265,1.36835006,0.48269880,88,0.36363636,0.95381259,0.27079300
h4,12,sma_stack_bull+elliott_wave5_bull+mtf_volatility+cross_group_bull,372,0.55645161,1.25643172,56,0.50000000,1.17630093,0.37331739,68,0.48529412,1.27291901,0.37050845
h4,12,ichimoku_cloud_bull+horizontal_break_up+mtf_volatility+cross_target_relative_up,381,0.55643045,1.25638393,57,0.54385965,1.27948522,0.41590686,60,0.28333333,0.74317898,0.18506828
h4,12,ichimoku_bull+stoch_cross_up+elliott_pullback_bull+mtf_price200_bull,426,0.55633803,1.25617525,145,0.40689655,0.95726558,0.33034175,92,0.42391304,1.11191740,0.32797985
h4,12,volatility+inside_2+mtf_trend_bull,293,0.55631399,1.25612099,38,0.63157895,1.48585380,0.47283960,49,0.67346939,1.76649985,0.53379205
h4,12,stoch_cross_up+engulf_bull+elliott_impulse_bull+mtf_price200_bull,169,0.55621302,1.25589299,46,0.36956522,0.86943981,0.24523755,27,0.33333333,0.87432821,0.18643261
h4,12,ichimoku_cloud_bull+horizontal_break_up+mtf_trend_bull+cross_group_bull,720,0.55555556,1.25440848,150,0.46000000,1.08219685,0.38223583,154,0.40909091,1.07303917,0.33456931
h4,12,sma_stack_bull+elliott_impulse_bull+mtf_volatility+cross_group_bull,429,0.55477855,1.25265406,63,0.50793651,1.19497237,0.38762886,73,0.47945205,1.25759537,0.36877454
h4,12,ichimoku_cloud_bull+horizontal_break_up+mtf_trend_bull+cross_group_return_up,853,0.55451348,1.25205555,175,0.45142857,1.06203169,0.37953124,178,0.37078652,0.97256733,0.30325902
h4,12,atr_expand+mtf_volatility+cross_group_bull,422,0.55450237,1.25203046,79,0.45569620,1.07207173,0.35048458,71,0.39436620,1.03441647,0.28893401
h4,12,stoch_cross_up+volatility+elliott_pullback_bull+mtf_trend_bull,188,0.55319149,1.24907057,51,0.31372549,0.73807117,0.20327678,35,0.45714286,1.19907869,0.30466019
h4,12,ichimoku_cloud_bull+engulf_bull+mtf_volatility+cross_target_relative_up,333,0.55255255,1.24762790,60,0.58333333,1.37235108,0.45728081,55,0.54545455,1.43071889,0.41522690
h4,12,stoch_cross_up+engulf_bull+mtf_volatility+cross_target_relative_up,453,0.55187638,1.24610114,80,0.62500000,1.47037616,0.51548725,71,0.49295775,1.29302059,0.38005151
h4,12,sma_stack_bull+stoch_cross_up+atr_expand+mtf_price200_bull,348,0.55172414,1.24575739,30,0.46666667,1.09788086,0.30232389,47,0.27659574,0.72550639,0.16936563
d1,1,volatility+pin_bull,166,0.49397590,1.94704810,34,0.55882353,2.23054323,0.39453899,36,0.38888889,1.97046675,0.24784873
d1,1,pin_bull+mtf_volatility,161,0.47204969,1.86062406,43,0.39534884,1.57803425,0.26365315,27,0.40740741,2.06429850,0.24514757
d1,1,sma_stack_bull+adx_up3+volatility+mtf_volatility,200,0.47000000,1.85254503,23,0.30434783,1.21480386,0.15604024,57,0.26315789,1.33339855,0.16645787
d1,1,pin_bull+mtf_macd_rising,316,0.46518987,1.83358551,82,0.50000000,1.99574920,0.39422828,61,0.34426230,1.74434761,0.23747509
d1,1,adx25+pin_bull+mtf_macd_rising,155,0.46451613,1.83092989,19,0.57894737,2.31086750,0.36275904,24,0.41666667,2.11121437,0.24467603
d1,1,adx25+pin_bull,204,0.43627451,1.71961314,25,0.48000000,1.91591923,0.30031286,36,0.36111111,1.82971912,0.22475593
