timeframe,target_pips,horizon_bars,conditions,discovery_n,discovery_hit,discovery_lift,validation_n,validation_hit,validation_lift,validation_wilson95,oos_n,oos_hit,oos_lift,oos_wilson95
h4,50,3,adx25+pin_bull+cross_target_relative_up,262,0.34351145,2.13978334,73,0.31506849,1.91665035,0.22003625,63,0.22222222,1.84407539,0.13725008
h4,50,3,trend_bull+volatility+pin_bull+mtf_trend_bull,155,0.34193548,2.12996642,38,0.23684211,1.44077721,0.12993707,22,0.40909091,3.39477515,0.23255816
h4,50,3,sma_stack_bull+volatility+pin_bull+mtf_trend_bull,135,0.34074074,2.12252419,30,0.13333333,0.81110421,0.05309655,19,0.31578947,2.62052819,0.15364379
h4,50,3,trend_bull+atr_expand+mtf_volatility+cross_group_return_up,185,0.34054054,2.12127711,29,0.27586207,1.67814663,0.14698755,23,0.26086957,2.16478416,0.12548616
h4,50,3,ichimoku_cloud_bull+adx_up3+pin_bull,145,0.33793103,2.10502211,29,0.44827586,2.72698828,0.28413168,41,0.31707317,2.63118074,0.19564614
h4,50,3,adx25+pin_bull+mtf_trend_bull+cross_target_relative_up,137,0.33576642,2.09153843,36,0.25000000,1.52082039,0.13750478,42,0.19047619,1.58063605,0.09982008
h4,50,3,ichimoku_cloud_bull+pin_bull,793,0.33543506,2.08947430,231,0.32034632,1.94875686,0.26353470,172,0.19767442,1.64036939,0.14504728
h4,50,3,ichimoku_cloud_bull+pin_bull+mtf_adx25+cross_group_return_up,161,0.33540373,2.08927914,21,0.33333333,2.02776051,0.17194753,32,0.31250000,2.59323102,0.17952542
h4,50,3,ichimoku_cloud_bull+adx25+atr_expand+mtf_volatility,318,0.33333333,2.07638236,70,0.42857143,2.60712066,0.31935309,53,0.26415094,2.19201415,0.16437354
h4,50,3,trend_bull+adx25+atr_expand+mtf_volatility,222,0.33333333,2.07638236,45,0.33333333,2.02776051,0.21358875,19,0.15789474,1.31026409,0.05520472
h4,50,3,adx_up3+atr_expand+mtf_volatility+cross_target_relative_up,187,0.33155080,2.06527871,33,0.45454545,2.76512797,0.29842939,33,0.18181818,1.50878896,0.08610768
h4,50,3,sma_stack_bull+atr_expand+mtf_volatility+cross_group_return_up,164,0.32926829,2.05106062,23,0.30434783,1.85143351,0.15604024,19,0.21052632,1.74701879,0.08507677
h4,50,3,trend_bull+atr_expand+mtf_volatility+cross_group_bull,155,0.32903226,2.04959033,27,0.37037037,2.25306724,0.21532513,19,0.21052632,1.74701879,0.08507677
h4,50,3,adx25+atr_expand+mtf_volatility,697,0.32568149,2.02871791,112,0.35714286,2.17260055,0.27449589,83,0.24096386,1.99959982,0.16174744
h4,50,3,trend_bull+pin_bull+mtf_adx25+cross_target_relative_up,123,0.32520325,2.02573888,18,0.22222222,1.35184034,0.09000928,17,0.29411765,2.44068802,0.13279990
h4,50,3,pin_bull+mtf_adx25+cross_group_return_up,281,0.32384342,2.01726827,33,0.30303030,1.84341865,0.17375531,69,0.23188406,1.92425258,0.14807904
h4,50,3,trend_bull+adx25+pin_bull+cross_group_return_up,136,0.32352941,2.01531229,33,0.24242424,1.47473492,0.12831713,18,0.11111111,0.92203770,0.03101952
h4,50,3,sma_stack_bull+adx_up3+atr_expand+mtf_volatility,130,0.32307692,2.01249367,18,0.27777778,1.68980043,0.12499753,15,0.20000000,1.65966785,0.07047549
h4,50,3,pin_bull+mtf_adx25+cross_group_bull,237,0.32067511,1.99753239,30,0.30000000,1.82498446,0.16664748,62,0.24193548,2.00766273,0.15245896
h4,50,3,ichimoku_cloud_bull+pin_bull+cross_target_relative_up,362,0.32044199,1.99608028,112,0.36607143,2.22691556,0.28267618,80,0.20000000,1.65966785,0.12702844
h4,50,3,ichimoku_cloud_bull+adx_up3+atr_expand+mtf_volatility,201,0.31840796,1.98341001,39,0.43589744,2.65168683,0.29304754,45,0.28888889,2.39729801,0.17730082
h4,50,3,trend_bull+adx25+pin_bull+mtf_trend_bull,198,0.31818182,1.98200134,45,0.20000000,1.21665631,0.10896127,29,0.10344828,0.85844889,0.03581489
h4,50,3,sma_stack_bull+adx25+pin_bull,208,0.31730769,1.97655628,52,0.19230769,1.16986183,0.10796046,26,0.11538462,0.95750068,0.04003245
h4,50,3,sma_stack_bull+atr_expand+mtf_volatility+cross_group_bull,136,0.31617647,1.96950973,24,0.37500000,2.28123058,0.21159368,15,0.13333333,1.10644524,0.03736126
h4,50,3,adx25+atr_expand+mtf_volatility+cross_target_relative_up,304,0.31578947,1.96709907,57,0.33333333,2.02776051,0.22493806,35,0.25714286,2.13385867,0.14163027
h4,50,3,ichimoku_cloud_bull+rsi_up1+atr_expand+mtf_volatility,168,0.31547619,1.96514759,34,0.29411765,1.78920045,0.16834631,26,0.26923077,2.23416826,0.13704448
h4,50,3,sma_stack_bull+adx25+pin_bull+mtf_trend_bull,175,0.31428571,1.95773194,39,0.15384615,0.93588947,0.07247472,24,0.08333333,0.69152827,0.02315882
h4,50,3,ichimoku_cloud_bull+pin_bull+mtf_trend_bull,551,0.31397459,1.95579391,137,0.26277372,1.59852654,0.19626676,146,0.21232877,1.76197615,0.15380968
h4,50,3,trend_bull+adx25+pin_bull,236,0.31355932,1.95320713,61,0.22950820,1.39616298,0.14193230,31,0.12903226,1.07075345,0.05134284
h4,50,3,ichimoku_cloud_bull+pin_bull+elliott_pullback_bull,150,0.31333333,1.95179941,42,0.45238095,2.75196070,0.31223393,36,0.19444444,1.61356597,0.09753095
h4,50,3,sma_stack_bull+atr_expand+mtf_volatility,359,0.31197772,1.94335507,62,0.30645161,1.86423144,0.20581587,49,0.22448980,1.86289249,0.13024970
h4,50,3,pin_bull+mtf_trend_bull,829,0.30880579,1.92359668,203,0.25123153,1.52831211,0.19656420,199,0.21105528,1.75140829,0.16010604
h4,50,3,pin_bull+cross_target_relative_up,625,0.30560000,1.90362734,198,0.31313131,1.90486594,0.25260922,136,0.23529412,1.95255042,0.17188612
h4,50,3,volatility+horizontal_break_up+mtf_trend_bull+cross_group_bull,302,0.30463576,1.89762096,81,0.30864198,1.87755603,0.21863207,77,0.20779221,1.72433024,0.13215078
h4,50,3,ichimoku_cloud_bull+pin_bull+cross_group_return_up,406,0.30295567,1.88715539,119,0.38655462,2.35152060,0.30391615,99,0.21212121,1.76025378,0.14313535
h4,50,3,trend_bull+atr_expand+mtf_volatility,393,0.30025445,1.87032915,69,0.30434783,1.85143351,0.20849627,56,0.25000000,2.07458482,0.15517055
h4,50,3,ichimoku_cloud_bull+pin_bull+cross_group_bull,340,0.30000000,1.86874412,106,0.38679245,2.35296739,0.29958884,83,0.21686747,1.79963984,0.14181562
h4,50,3,sma_stack_bull+pin_bull+cross_group_return_up,291,0.29896907,1.86232232,80,0.22500000,1.36873835,0.14733207,47,0.19148936,1.58904369,0.10415933
h4,50,3,adx25+atr_expand+horizontal_break_up+mtf_trend_bull,144,0.29861111,1.86009253,22,0.18181818,1.10605119,0.07306885,12,0.16666667,1.38305654,0.04696514
h4,50,3,trend_bull+pin_bull+mtf_adx25+cross_group_return_up,131,0.29770992,1.85447890,20,0.35000000,2.12914854,0.18119182,16,0.43750000,3.63052343,0.23098652
h4,50,3,trend_bull+pin_bull+elliott_pullback_bull,128,0.29687500,1.84927804,24,0.33333333,2.02776051,0.17972190,28,0.21428571,1.77821556,0.10212460
h4,50,3,pin_bull+cross_group_return_up,685,0.29635036,1.84601001,191,0.34031414,2.07022670,0.27685826,162,0.20987654,1.74162676,0.15425646
h4,50,3,ichimoku_cloud_bull+pin_bull+mtf_trend_bull+cross_group_return_up,287,0.29616725,1.84486934,72,0.31944444,1.94327049,0.22325610,85,0.23529412,1.95255042,0.15779539
h4,50,6,volatility+pin_bull+mtf_volatility,246,0.63414634,2.16837224,41,0.51219512,1.80792133,0.36484509,36,0.47222222,2.04991037,0.31986042
h4,50,6,ichimoku_cloud_bull+pin_bull+mtf_volatility,235,0.62127660,2.12436600,52,0.50000000,1.76487559,0.36885863,36,0.44444444,1.92932740,0.29541269
h4,50,6,atr_expand+pin_bull,126,0.61111111,2.08960658,17,0.64705882,2.28395664,0.41300363,24,0.33333333,1.44699555,0.17972190
h4,50,6,ichimoku_cloud_bull+pin_bull+mtf_volatility+cross_group_return_up,131,0.60305344,2.06205452,25,0.48000000,1.69428056,0.30031286,22,0.45454545,1.97317575,0.26920294
h4,50,6,volatility+pin_bull+mtf_volatility+cross_group_return_up,128,0.59375000,2.03024276,17,0.29411765,1.03816211,0.13279990,22,0.45454545,1.97317575,0.26920294
h4,50,6,pin_bull+mtf_volatility,488,0.58401639,1.99696009,111,0.54954955,1.93977317,0.45688031,86,0.44186047,1.91811038,0.34162738
h4,50,6,ichimoku_cloud_bull+volatility+pin_bull,243,0.56790123,1.94185662,66,0.45454545,1.60443235,0.34024125,59,0.50847458,2.20728135,0.38435143
h4,50,6,ichimoku_cloud_bull+volatility+pin_bull+mtf_trend_bull,184,0.56521739,1.93267961,37,0.37837838,1.33558152,0.24063999,52,0.51923077,2.25397384,0.38685683
h4,50,6,price200_bull+pin_bull+mtf_volatility+cross_group_return_up,140,0.56428571,1.92949387,23,0.47826087,1.68814186,0.29237157,15,0.46666667,2.02579377,0.24809535
h4,50,6,volatility+pin_bull+mtf_trend_bull+cross_group_bull,128,0.56250000,1.92338788,36,0.36111111,1.27463237,0.22475593,32,0.56250000,2.44180500,0.39325591
h4,50,6,sma_stack_bull+pin_bull+mtf_volatility,140,0.55714286,1.90506990,19,0.47368421,1.67198740,0.27329805,13,0.38461538,1.66961025,0.17709708
h4,50,6,pin_bull+mtf_volatility+cross_group_bull,211,0.55450237,1.89604113,45,0.42222222,1.49033938,0.28968702,47,0.38297872,1.66250553,0.25790681
h4,50,6,pin_bull+mtf_volatility+cross_group_return_up,250,0.55200000,1.88748464,49,0.44897959,1.58478624,0.31852841,53,0.39622642,1.72001358,0.27589407
h4,50,6,volatility+pin_bull+mtf_trend_bull,299,0.55183946,1.88693571,58,0.32758621,1.15629780,0.22083291,69,0.50724638,2.20194975,0.39205268
h4,50,6,ichimoku_cloud_bull+volatility+pin_bull+cross_group_return_up,127,0.55118110,1.88468453,36,0.52777778,1.86292423,0.37005938,29,0.58620690,2.54471632,0.40737836
h4,50,6,volatility+pin_bull+mtf_price200_bull+cross_group_bull,149,0.55033557,1.88179336,37,0.35135135,1.24018284,0.21825607,31,0.51612903,2.24050924,0.34840395
h4,50,6,ichimoku_cloud_bull+volatility+pin_bull+mtf_price200_bull,209,0.55023923,1.88146395,40,0.37500000,1.32365669,0.24222979,52,0.50000000,2.17049333,0.36885863
h4,50,6,volatility+pin_bull,479,0.54906054,1.87743359,119,0.44537815,1.57207405,0.35917986,82,0.46341463,2.01167674,0.35955096
h4,50,6,price200_bull+pin_bull+mtf_volatility,232,0.54741379,1.87180276,44,0.50000000,1.76487559,0.35831761,23,0.47826087,2.07612405,0.29237157
h4,50,6,pin_bull+mtf_volatility+cross_target_relative_up,234,0.53846154,1.84119181,56,0.44642857,1.57578177,0.32386721,44,0.47727273,2.07183454,0.33754991
h4,50,6,volatility+pin_bull+mtf_trend_bull+cross_group_return_up,148,0.53378378,1.82519690,37,0.37837838,1.33558152,0.24063999,34,0.55882353,2.42584549,0.39453899
h4,50,6,volatility+pin_bull+mtf_price200_bull,352,0.53125000,1.81653300,64,0.34375000,1.21335197,0.23923142,71,0.46478873,2.01764169,0.35358448
h4,50,6,volatility+pin_bull+cross_group_bull,202,0.52970297,1.81124315,57,0.40350877,1.42428556,0.28617516,40,0.47500000,2.06196866,0.32935470
h4,50,6,sma_stack_bull+atr_expand+mtf_volatility+cross_group_bull,136,0.52941176,1.81024741,24,0.50000000,1.76487559,0.31427426,15,0.26666667,1.15759644,0.10897453
h4,50,6,price200_bull+volatility+pin_bull+cross_group_bull,121,0.52066116,1.78032597,40,0.37500000,1.32365669,0.24222979,14,0.57142857,2.48056380,0.32590645
h4,50,6,sma_stack_bull+atr_expand+mtf_volatility+cross_group_return_up,164,0.51829268,1.77222731,23,0.47826087,1.68814186,0.29237157,19,0.31578947,1.37083789,0.15364379
h4,50,6,sma_stack_bull+volatility+pin_bull,157,0.51592357,1.76412646,36,0.25000000,0.88243779,0.13750478,19,0.42105263,1.82778386,0.23141891
h4,50,6,adx_up3+atr_expand+mtf_volatility,431,0.51276102,1.75331259,68,0.51470588,1.81678369,0.39834753,87,0.36781609,1.59668475,0.27408689
h4,50,6,volatility+pin_bull+mtf_price200_bull+cross_group_return_up,174,0.51149425,1.74898106,39,0.38461538,1.35759660,0.24891373,34,0.52941176,2.29816941,0.36736713
h4,50,6,sma_stack_bull+volatility+pin_bull+mtf_trend_bull,135,0.51111111,1.74767096,30,0.23333333,0.82360861,0.11792388,19,0.42105263,1.82778386,0.23141891
h4,50,6,adx_up3+pin_bull+mtf_trend_bull,160,0.50625000,1.73104909,39,0.46153846,1.62911593,0.31566886,55,0.50909091,2.20995684,0.38076260
h4,50,6,volatility+pin_bull+cross_target_relative_up,204,0.50490196,1.72643966,64,0.45312500,1.59941850,0.33729448,46,0.47826087,2.07612405,0.34124689
h4,50,6,volatility+pin_bull+mtf_trend_bull+cross_target_relative_up,121,0.50413223,1.72380768,27,0.44444444,1.56877830,0.27585858,37,0.51351351,2.22915531,0.35894897
h4,50,6,adx_up3+atr_expand+mtf_volatility+cross_target_relative_up,187,0.50267380,1.71882078,33,0.63636364,2.24620529,0.46616178,33,0.30303030,1.31545050,0.17375531
h4,50,6,volatility+pin_bull+cross_group_return_up,235,0.50212766,1.71695334,61,0.42622951,1.50448411,0.31015222,43,0.48837209,2.12001674,0.34617448
h4,50,6,sma_stack_bull+atr_expand+mtf_volatility,359,0.50139276,1.71444045,62,0.45161290,1.59408117,0.33419713,49,0.30612245,1.32887347,0.19515491
h4,50,6,price200_bull+volatility+pin_bull+mtf_trend_bull,213,0.49765258,1.70165146,51,0.33333333,1.17658372,0.21969932,28,0.42857143,1.86042285,0.26508547
h4,50,6,ichimoku_cloud_bull+adx_up3+pin_bull+mtf_price200_bull,121,0.49586777,1.69554854,22,0.54545455,1.92531882,0.34659795,35,0.48571429,2.10847923,0.32994236
h4,50,6,pin_bull+elliott_pullback_bull+mtf_trend_bull,156,0.49358974,1.68775916,25,0.60000000,2.11785070,0.40739457,39,0.33333333,1.44699555,0.20632956
h4,50,6,volatility+pin_bull+mtf_price200_bull+cross_target_relative_up,152,0.49342105,1.68718235,33,0.45454545,1.60443235,0.29842939,39,0.46153846,2.00353230,0.31566886
h4,50,6,price200_bull+atr_expand+mtf_volatility+cross_group_bull,230,0.49130435,1.67994458,40,0.45000000,1.58838803,0.30705308,38,0.36842105,1.59931087,0.23384219
h4,50,6,price200_bull+atr_expand+mtf_volatility+cross_group_return_up,269,0.49070632,1.67789971,46,0.43478261,1.53467442,0.30209263,44,0.36363636,1.57854060,0.23783530
h4,50,6,ichimoku_cloud_bull+pin_bull,793,0.49054224,1.67733868,231,0.45021645,1.58915204,0.38739480,172,0.42441860,1.84239550,0.35299811
h4,50,6,sma_stack_bull+volatility+pin_bull+mtf_price200_bull,145,0.48965517,1.67430546,35,0.22857143,0.80680027,0.12065880,19,0.42105263,1.82778386,0.23141891
h4,50,6,pin_bull+elliott_pullback_bull+cross_target_relative_up,131,0.48854962,1.67052518,37,0.56756757,2.00337229,0.40914181,25,0.28000000,1.21547626,0.14283854
h4,50,6,adx_up3+pin_bull,258,0.48837209,1.66991816,65,0.53846154,1.90063525,0.41853399,61,0.49180328,2.13491147,0.37060395
h4,50,6,atr_expand+retest_up+mtf_volatility,140,0.48571429,1.66083017,23,0.34782609,1.22773954,0.18811276,19,0.36842105,1.59931087,0.19149513
h4,50,6,sma_stack_bull+adx_up3+atr_expand+mtf_volatility,130,0.48461538,1.65707263,18,0.55555556,1.96097287,0.33716416,15,0.33333333,1.44699555,0.15176324
h4,50,6,ichimoku_cloud_bull+pin_bull+mtf_trend_bull+cross_group_return_up,287,0.48432056,1.65606451,72,0.43055556,1.51975398,0.32257906,85,0.45882353,1.99174682,0.35697132
h4,50,6,ichimoku_cloud_bull+pin_bull+elliott_pullback_bull+mtf_price200_bull,126,0.48412698,1.65540262,25,0.52000000,1.83547061,0.33498517,35,0.37142857,1.61236647,0.23165820
h4,50,6,ichimoku_cloud_bull+pin_bull+cross_target_relative_up,362,0.48342541,1.65300370,112,0.47321429,1.67032868,0.38317766,80,0.40000000,1.73639466,0.29961828
h4,50,6,ichimoku_cloud_bull+adx_up3+pin_bull,145,0.48275862,1.65072370,29,0.58620690,2.06916448,0.40737836,41,0.48780488,2.11755447,0.34254430
h4,50,6,ichimoku_cloud_bull+pin_bull+mtf_price200_bull,665,0.48270677,1.65054639,156,0.39102564,1.38022321,0.31794989,163,0.42331288,1.83759558,0.35008615
h4,50,6,price200_bull+volatility+pin_bull,253,0.48221344,1.64885952,69,0.37681159,1.33005117,0.27183529,28,0.42857143,1.86042285,0.26508547
h4,50,6,ichimoku_cloud_bull+pin_bull+mtf_trend_bull+cross_group_bull,241,0.48132780,1.64583121,67,0.40298507,1.42243704,0.29390493,73,0.45205479,1.96236383,0.34314656
h4,50,6,ichimoku_cloud_bull+pin_bull+mtf_trend_bull,551,0.48094374,1.64451797,137,0.40145985,1.41705339,0.32314666,146,0.43835616,1.90289826,0.36047405
h4,50,6,pin_bull+elliott_pullback_bull+mtf_price200_bull,183,0.48087432,1.64428059,30,0.53333333,1.88253396,0.36142300,46,0.30434783,1.32116985,0.19079841
h4,50,6,adx_up3+pin_bull+mtf_price200_bull,200,0.48000000,1.64129099,41,0.43902439,1.54964686,0.29890132,54,0.48148148,2.09010469,0.35393973
h4,50,6,ichimoku_cloud_bull+pin_bull+elliott_pullback_bull,150,0.48000000,1.64129099,42,0.61904762,2.18508406,0.46814040,36,0.36111111,1.56757852,0.22475593
h4,50,6,atr_expand+elliott_impulse_bull+mtf_volatility,171,0.47953216,1.63969129,30,0.33333333,1.17658372,0.19230498,23,0.34782609,1.50990840,0.18811276
h4,50,6,ichimoku_cloud_bull+adx_up3+atr_expand+mtf_volatility,201,0.47761194,1.63312536,39,0.58974359,2.08164813,0.43418623,45,0.44444444,1.92932740,0.30938930
h4,50,6,pin_bull+elliott_pullback_bull,247,0.47368421,1.61969505,58,0.56896552,2.00830670,0.44118105,49,0.32653061,1.41746503,0.21207497
h4,50,6,ichimoku_cloud_bull+pin_bull+mtf_price200_bull+cross_group_return_up,340,0.47352941,1.61916574,82,0.41463415,1.46355536,0.31416560,93,0.43010753,1.86709104,0.33423523
h4,50,6,rsi_cross55_up+retest_up+mtf_volatility,131,0.47328244,1.61832127,22,0.36363636,1.28354588,0.19733205,28,0.60714286,2.63559904,0.42409044
h4,50,6,pin_bull+mtf_price200_bull,1027,0.47322298,1.61811794,237,0.38818565,1.37019877,0.32839555,250,0.40000000,1.73639466,0.34122832
h4,50,6,pin_bull+cross_target_relative_up,625,0.47200000,1.61393614,198,0.41919192,1.47964317,0.35264094,136,0.39705882,1.72362706,0.31874216
h4,50,6,price200_bull+volatility+pin_bull+cross_group_return_up,142,0.47183099,1.61335822,44,0.40909091,1.44398912,0.27687856,17,0.58823529,2.55352156,0.36005443
h4,50,6,price200_bull+pin_bull+mtf_volatility+cross_target_relative_up,121,0.47107438,1.61077112,20,0.40000000,1.41190047,0.21880653,12,0.50000000,2.17049333,0.25378160
h4,50,6,atr_expand+elliott_impulse_bull+mtf_volatility+cross_group_return_up,121,0.47107438,1.61077112,19,0.42105263,1.48621102,0.23141891,22,0.36363636,1.57854060,0.19733205
h4,50,6,price200_bull+volatility+pin_bull+mtf_price200_bull,238,0.47058824,1.60910881,56,0.32142857,1.13456288,0.21400995,28,0.42857143,1.86042285,0.26508547
h4,50,6,ichimoku_cloud_bull+pin_bull+cross_group_return_up,406,0.47044335,1.60861340,119,0.48739496,1.72038292,0.39939736,99,0.43434343,1.88547905,0.34096640
h4,50,6,ichimoku_cloud_bull+pin_bull+mtf_price200_bull+cross_target_relative_up,309,0.46925566,1.60455227,68,0.41176471,1.45342695,0.30258020,73,0.38356164,1.66503598,0.28050610
h4,50,6,pin_bull+mtf_trend_bull,829,0.46924005,1.60449888,203,0.38423645,1.35625907,0.32006346,199,0.40703518,1.76693427,0.34116452
h4,50,6,price200_bull+pin_bull+elliott_pullback_bull+mtf_trend_bull,137,0.46715328,1.59736349,23,0.60869565,2.14854419,0.40785522,32,0.40625000,1.76352583,0.25519635
h4,50,6,pin_bull+mtf_trend_bull+cross_group_bull,363,0.46556474,1.59193169,99,0.35353535,1.24789183,0.26644853,104,0.41346154,1.79483102,0.32354912
h4,50,6,ichimoku_cloud_bull+pin_bull+mtf_price200_bull+cross_group_bull,282,0.46453901,1.58842435,74,0.39189189,1.38328086,0.28864920,78,0.42307692,1.83657128,0.31959060
h4,50,6,atr_expand+retest_up+elliott_impulse_bull+mtf_volatility,125,0.46400000,1.58658129,20,0.35000000,1.23541291,0.18119182,19,0.36842105,1.59931087,0.19149513
h4,50,6,price200_bull+atr_expand+mtf_volatility,539,0.46382189,1.58597228,94,0.44680851,1.57712286,0.35036370,90,0.32222222,1.39876237,0.23466771
h4,50,6,ichimoku_cloud_bull+atr_expand+mtf_volatility+cross_group_bull,205,0.46341463,1.58457971,37,0.48648649,1.71717625,0.33446404,30,0.26666667,1.15759644,0.14182663
h4,50,6,pin_bull+mtf_price200_bull+cross_group_bull,437,0.46224256,1.58057199,108,0.34259259,1.20926661,0.25987964,130,0.39230769,1.70300246,0.31262137
h4,50,6,pin_bull+mtf_trend_bull+cross_group_return_up,435,0.46206897,1.57997839,108,0.38888889,1.37268101,0.30227649,113,0.42477876,1.84395893,0.33758876
h4,50,6,ichimoku_cloud_bull+adx_up3+atr_expand+mtf_trend_bull,526,0.46197719,1.57966457,74,0.32432432,1.14478416,0.22864075,143,0.33566434,1.45711440,0.26346423
h4,50,6,ichimoku_cloud_bull+pin_bull+cross_group_bull,340,0.46176471,1.57893802,106,0.48113208,1.69827651,0.38835118,83,0.42168675,1.83053654,0.32123015
h4,50,6,pin_bull+mtf_price200_bull+cross_target_relative_up,475,0.46105263,1.57650319,112,0.36607143,1.29214105,0.28267618,122,0.38524590,1.67234732,0.30364995
h4,50,6,atr_expand+mtf_volatility,1172,0.46075085,1.57547130,192,0.46875000,1.65457086,0.39947015,172,0.37209302,1.61525085,0.30338948
h4,50,6,pin_bull+mtf_price200_bull+cross_group_return_up,530,0.46037736,1.57419419,120,0.37500000,1.32365669,0.29352430,144,0.40277778,1.74845296,0.32620473
h4,50,6,pin_bull+cross_group_return_up,685,0.45985401,1.57240469,191,0.42931937,1.51539056,0.36119742,162,0.38888889,1.68816148,0.31722302
h4,50,6,pin_bull+elliott_pullback_bull+mtf_price200_bull+cross_group_return_up,124,0.45967742,1.57180085,17,0.58823529,2.07632422,0.36005443,29,0.27586207,1.19751356,0.14698755
h4,50,6,atr_expand+mtf_volatility+cross_target_relative_up,514,0.45719844,1.56332434,88,0.50000000,1.76487559,0.39774167,70,0.35714286,1.55035238,0.25503339
h4,50,6,pin_bull+cross_group_bull,569,0.45694200,1.56244749,173,0.41618497,1.46902939,0.34533263,146,0.37671233,1.63530319,0.30222305
h4,50,6,ichimoku_cloud_bull+pin_bull+mtf_trend_bull+cross_target_relative_up,254,0.45669291,1.56159576,57,0.42105263,1.48621102,0.30187597,65,0.41538462,1.80317907,0.30360242
h4,50,6,price200_bull+pin_bull+elliott_pullback_bull,167,0.45508982,1.55611421,35,0.51428571,1.81530060,0.35568805,35,0.37142857,1.61236647,0.23165820
h4,50,6,ichimoku_cloud_bull+atr_expand+mtf_volatility+cross_group_return_up,242,0.45454545,1.55425283,42,0.45238095,1.59679220,0.31223393,36,0.27777778,1.20582963,0.15848338
h4,50,6,price200_bull+pin_bull+elliott_pullback_bull+mtf_price200_bull,154,0.45454545,1.55425283,28,0.53571429,1.89093813,0.35812689,34,0.38235294,1.65978902,0.23900183
h4,50,6,sma_stack_bull+pin_bull+cross_group_return_up,291,0.45360825,1.55104819,80,0.28750000,1.01480346,0.19986924,47,0.40425532,1.75486695,0.27640035
